gmDate,seasonType,season,teamWins,teamLosses,teamAbbr,teamLoc,teamRslt,teamDayOff,teamPTS,teamAST,teamTO,teamMin,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamPoss,teamAST/TO,teamPace,teamSTL/TO,opptWins,opptLosses,opptAbbr,opptLoc,opptRslt,opptDayOff,opptPTS,opptAST,opptTO,opptMin,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,opptPoss,opptPace,matchWinner
2001-06-02,Regular,2001,0,2,PHO,Away,Win,1,89.0,22.0,12.0,200.0,9.0,5.0,25.0,63.0,31.0,0.49,47.0,24.0,14.89,16.0,7.0,0.44,21.0,20.0,0.95,6.0,20.0,26.0,44.83,0.71,0.66,0.55,22.22,64.52,14.25,14.29,7.94,12.2,1.41,66.38,66.38,141.29,127.0,14.29,0.45,25.07,62.99,1.83,75.59,0.75,1,0,MIN,Home,Loss,1,80.0,17.0,18.0,200.0,6.0,1.0,25.0,58.0,23.0,0.4,41.0,15.0,5.86,17.0,8.0,0.47,31.0,26.0,0.84,11.0,21.0,32.0,55.17,0.74,0.62,0.47,35.48,77.78,20.08,7.94,1.32,2.13,1.38,45.12,45.12,105.92,117.83,-11.91,0.35,21.42,0.94,0.33,75.53,90.64,PHO
2001-06-02,Regular,2001,0,1,IND,Away,Loss,1,58.0,11.0,21.0,200.0,0.0,3.0,22.0,51.0,18.0,0.35,33.0,12.0,-0.12,18.0,6.0,0.33,23.0,16.0,0.7,8.0,25.0,33.0,47.83,0.61,0.52,0.41,22.86,73.53,25.57,0.0,5.88,5.66,1.14,19.88,19.88,113.75,147.09,-33.34,0.28,15.09,50.99,0.52,61.19,0.0,0,1,NYL,Home,Win,1,75.0,23.0,16.0,200.0,2.0,2.0,23.0,63.0,31.0,0.49,53.0,27.0,20.94,10.0,4.0,0.4,16.0,9.0,0.56,9.0,27.0,36.0,52.17,0.74,0.56,0.52,26.47,77.14,18.6,2.6,2.6,6.06,1.19,50.5,50.5,97.61,75.48,22.13,0.44,24.22,1.44,0.12,76.84,92.21,NYL
2001-06-02,Regular,2001,1,0,CLE,Away,Loss,1,65.0,16.0,10.0,200.0,12.0,0.0,17.0,76.0,26.0,0.34,61.0,24.0,10.97,15.0,2.0,0.13,15.0,11.0,0.73,13.0,12.0,25.0,45.45,0.62,0.41,0.36,32.5,80.0,10.8,15.79,0.0,0.0,0.86,33.88,33.88,85.54,92.12,-6.58,0.36,16.77,75.99,1.6,91.19,1.2,0,0,SAC,Home,Win,0,70.0,15.0,23.0,200.0,6.0,10.0,18.0,43.0,24.0,0.56,32.0,18.0,12.86,11.0,6.0,0.55,20.0,16.0,0.8,3.0,27.0,30.0,54.55,0.62,0.74,0.63,20.0,67.5,30.75,8.34,13.89,16.39,1.63,52.5,52.5,97.26,90.32,6.94,0.38,20.78,0.65,0.26,71.97,86.36,SAC
2001-06-02,Regular,2001,0,1,POR,Away,Win,1,76.0,11.0,17.0,200.0,8.0,8.0,20.0,57.0,20.0,0.35,45.0,18.0,7.96,12.0,2.0,0.17,44.0,34.0,0.77,9.0,26.0,35.0,49.3,0.55,0.57,0.37,25.0,74.29,18.21,14.04,14.04,12.31,1.33,45.25,45.25,133.36,124.58,8.78,0.31,16.76,56.99,0.65,68.39,0.47,1,0,UTA,Home,Loss,2,71.0,18.0,16.0,200.0,9.0,10.0,31.0,69.0,28.0,0.41,65.0,27.0,23.99,4.0,1.0,0.25,24.0,14.0,0.58,9.0,27.0,36.0,50.7,0.64,0.48,0.41,25.71,75.0,16.74,10.76,11.96,22.22,1.03,45.0,45.0,84.9,90.88,-5.98,0.37,19.47,1.12,0.56,83.63,100.36,POR
2001-06-03,Regular,2001,1,0,SEA,Away,Loss,2,63.0,11.0,12.0,200.0,5.0,3.0,22.0,66.0,23.0,0.35,54.0,20.0,10.95,12.0,3.0,0.25,18.0,14.0,0.78,8.0,24.0,32.0,45.71,0.48,0.45,0.37,21.62,72.73,13.97,7.58,4.55,6.52,0.95,28.75,28.75,95.45,103.03,-7.58,0.33,13.57,66.0,0.92,79.2,0.42,0,1,WAS,Home,Win,2,68.0,14.0,14.0,200.0,7.0,6.0,16.0,56.0,23.0,0.41,46.0,20.0,12.95,10.0,3.0,0.3,28.0,19.0,0.68,9.0,29.0,38.0,54.29,0.61,0.55,0.44,27.27,78.38,17.01,9.61,8.24,11.11,1.21,51.25,51.25,93.36,86.49,6.87,0.38,19.53,1.0,0.5,72.84,87.41,WAS
2001-06-04,Regular,2001,1,1,SEA,Away,Win,0,74.0,17.0,12.0,225.0,10.0,6.0,25.0,68.0,30.0,0.44,58.0,26.0,19.94,10.0,4.0,0.4,18.0,10.0,0.56,15.0,20.0,35.0,53.03,0.57,0.51,0.47,38.46,74.07,13.65,14.71,8.82,15.0,1.09,54.75,48.67,108.84,104.43,4.41,0.46,19.08,67.99,1.42,72.52,0.83,0,2,IND,Home,Loss,1,71.0,17.0,17.0,225.0,4.0,1.0,17.0,60.0,28.0,0.47,40.0,22.0,7.9,20.0,6.0,0.3,15.0,9.0,0.6,7.0,24.0,31.0,46.97,0.61,0.56,0.52,25.93,61.54,20.33,5.31,1.33,1.72,1.18,41.88,37.23,94.33,98.31,-3.98,0.4,19.45,1.0,0.24,75.27,80.29,SEA
2001-06-04,Regular,2001,1,0,SAC,Away,Win,1,80.0,12.0,10.0,200.0,7.0,1.0,23.0,64.0,32.0,0.5,57.0,29.0,24.95,7.0,3.0,0.43,21.0,13.0,0.62,13.0,19.0,32.0,60.38,0.38,0.58,0.52,50.0,70.37,12.01,10.94,1.56,2.27,1.25,49.88,49.88,125.02,98.45,26.57,0.52,15.63,63.99,1.2,76.79,0.7,1,1,NYL,Home,Loss,1,63.0,15.0,16.0,200.0,5.0,1.0,24.0,55.0,24.0,0.44,44.0,20.0,12.93,11.0,4.0,0.36,17.0,11.0,0.65,8.0,13.0,21.0,39.62,0.62,0.54,0.47,29.63,50.0,20.39,7.67,1.53,1.75,1.15,26.12,26.12,96.69,122.77,-26.08,0.38,19.1,0.94,0.31,65.16,78.19,SAC
2001-06-04,Regular,2001,1,2,PHO,Away,Loss,1,69.0,12.0,17.0,225.0,7.0,3.0,28.0,73.0,25.0,0.34,62.0,20.0,13.93,11.0,5.0,0.45,24.0,14.0,0.58,16.0,32.0,48.0,56.47,0.48,0.44,0.38,36.36,78.05,16.91,9.59,4.11,5.45,0.95,36.25,32.22,94.53,97.27,-2.74,0.34,13.12,72.99,0.71,77.86,0.41,1,1,POR,Home,Win,1,71.0,15.0,13.0,225.0,9.0,6.0,26.0,68.0,23.0,0.34,55.0,21.0,9.97,13.0,2.0,0.15,32.0,23.0,0.72,9.0,28.0,37.0,43.53,0.65,0.47,0.35,21.95,63.64,13.67,10.96,7.31,9.68,1.04,42.0,37.33,86.49,84.05,2.44,0.32,18.31,1.15,0.69,82.09,87.56,POR
2001-06-05,Regular,2001,0,1,ORL,Away,Win,3,92.0,20.0,23.0,200.0,14.0,5.0,22.0,74.0,37.0,0.5,62.0,31.0,24.92,12.0,6.0,0.5,14.0,12.0,0.86,17.0,22.0,39.0,54.17,0.54,0.6,0.54,50.0,57.89,22.3,18.92,6.76,12.2,1.24,69.75,69.75,124.34,95.96,28.38,0.46,18.04,73.99,0.87,88.79,0.61,0,1,DET,Home,Loss,2,71.0,16.0,21.0,200.0,9.0,2.0,17.0,68.0,21.0,0.31,41.0,12.0,-6.13,27.0,9.0,0.33,28.0,20.0,0.71,16.0,17.0,33.0,45.83,0.76,0.48,0.38,42.11,50.0,20.73,11.87,2.64,3.23,1.04,35.75,35.75,93.64,121.34,-27.7,0.29,17.26,0.76,0.43,75.82,90.98,ORL
2001-06-05,Regular,2001,1,1,CLE,Away,Loss,2,50.0,16.0,15.0,200.0,7.0,2.0,18.0,63.0,20.0,0.32,51.0,18.0,7.97,12.0,2.0,0.17,11.0,8.0,0.73,14.0,22.0,36.0,51.43,0.8,0.38,0.33,37.84,66.67,18.11,11.11,3.18,4.55,0.79,30.12,30.12,79.38,92.08,-12.7,0.31,17.95,62.99,1.07,75.59,0.47,3,0,LAS,Home,Win,2,58.0,15.0,13.0,200.0,10.0,6.0,18.0,58.0,21.0,0.36,44.0,18.0,6.95,14.0,3.0,0.21,19.0,13.0,0.68,11.0,23.0,34.0,48.57,0.71,0.47,0.39,33.33,62.16,16.38,15.2,9.12,11.76,1.0,44.62,44.62,88.16,76.0,12.16,0.35,19.32,1.15,0.77,65.79,78.95,LAS
2001-06-05,Regular,2001,0,3,IND,Away,Loss,0,61.0,5.0,16.0,200.0,5.0,4.0,20.0,48.0,17.0,0.35,37.0,14.0,5.94,11.0,3.0,0.27,28.0,24.0,0.86,12.0,22.0,34.0,56.67,0.29,0.56,0.39,41.38,70.97,20.96,10.42,8.34,7.55,1.27,31.0,31.0,127.11,131.28,-4.17,0.33,8.82,47.99,0.31,57.59,0.31,1,0,MIA,Home,Win,4,63.0,17.0,8.0,200.0,10.0,6.0,19.0,63.0,25.0,0.4,53.0,21.0,14.94,10.0,4.0,0.4,11.0,9.0,0.82,9.0,17.0,26.0,43.33,0.68,0.48,0.43,29.03,58.62,10.55,16.31,9.78,16.22,1.0,48.88,48.88,102.72,99.46,3.26,0.4,20.44,2.12,1.25,61.33,73.6,MIA
2001-06-05,Regular,2001,0,1,CHA,Away,Loss,2,69.0,14.0,21.0,200.0,11.0,2.0,27.0,67.0,26.0,0.39,55.0,22.0,13.94,12.0,4.0,0.33,17.0,13.0,0.76,16.0,23.0,39.0,54.93,0.54,0.49,0.42,43.24,67.65,21.99,16.42,2.99,4.0,1.03,38.12,38.12,103.0,113.45,-10.45,0.36,14.81,66.99,0.67,80.39,0.52,1,3,PHO,Home,Win,0,76.0,19.0,19.0,200.0,15.0,2.0,20.0,58.0,22.0,0.38,50.0,21.0,13.98,8.0,1.0,0.12,38.0,31.0,0.82,11.0,21.0,32.0,45.07,0.86,0.57,0.39,32.35,56.76,20.27,19.0,2.53,3.64,1.31,52.0,52.0,96.25,87.39,8.86,0.33,23.97,1.0,0.79,78.96,94.75,PHO
2001-06-05,Regular,2001,2,1,HOU,Away,Win,2,72.0,15.0,7.0,200.0,6.0,10.0,20.0,63.0,27.0,0.43,49.0,20.0,12.89,14.0,7.0,0.5,12.0,11.0,0.92,6.0,27.0,33.0,47.14,0.56,0.55,0.48,19.35,69.23,9.3,9.52,15.87,17.54,1.14,60.5,60.5,114.29,107.94,6.35,0.42,18.82,63.0,2.14,75.6,0.86,1,1,UTA,Home,Loss,2,68.0,17.0,12.0,200.0,3.0,6.0,15.0,67.0,23.0,0.34,57.0,19.0,12.94,10.0,4.0,0.4,23.0,18.0,0.78,12.0,25.0,37.0,52.86,0.74,0.47,0.37,30.77,80.65,13.46,4.11,8.23,12.24,1.01,46.38,46.38,93.24,98.72,-5.48,0.34,19.8,1.42,0.25,72.93,87.52,HOU
2001-06-05,Regular,2001,2,0,SAC,Away,Loss,0,72.0,13.0,16.0,200.0,6.0,6.0,21.0,72.0,27.0,0.38,63.0,25.0,17.97,9.0,2.0,0.22,23.0,16.0,0.7,19.0,29.0,48.0,53.93,0.48,0.47,0.39,45.24,61.7,16.31,8.33,8.33,9.09,1.0,48.62,48.62,100.01,104.18,-4.17,0.39,14.3,71.99,0.81,86.39,0.38,1,1,WAS,Home,Win,1,75.0,16.0,13.0,200.0,11.0,9.0,17.0,75.0,30.0,0.4,66.0,26.0,20.95,9.0,4.0,0.44,23.0,11.0,0.48,18.0,23.0,41.0,46.07,0.53,0.47,0.43,38.3,54.76,13.25,14.46,11.83,14.29,1.0,59.88,59.88,98.61,94.66,3.95,0.43,17.04,1.23,0.85,76.06,91.27,WAS
2001-06-07,Regular,2001,1,2,NYL,Away,Loss,2,49.0,14.0,17.0,200.0,3.0,2.0,24.0,53.0,18.0,0.34,39.0,16.0,3.96,14.0,2.0,0.14,17.0,11.0,0.65,9.0,20.0,29.0,46.77,0.78,0.43,0.36,28.12,66.67,21.94,5.66,3.77,4.65,0.92,16.88,16.88,92.47,126.44,-33.97,0.3,18.3,52.99,0.82,63.59,0.18,1,2,CLE,Home,Win,1,67.0,18.0,14.0,200.0,9.0,1.0,20.0,52.0,23.0,0.44,43.0,21.0,13.96,9.0,2.0,0.22,26.0,19.0,0.73,10.0,23.0,33.0,53.23,0.78,0.58,0.46,33.33,71.88,18.08,13.43,1.49,2.56,1.29,49.5,49.5,100.0,73.13,26.87,0.41,24.81,1.29,0.64,67.0,80.4,CLE
2001-06-07,Regular,2001,0,2,DET,Away,Loss,1,66.0,13.0,20.0,200.0,8.0,1.0,17.0,62.0,25.0,0.4,45.0,19.0,7.9,17.0,6.0,0.35,15.0,10.0,0.67,12.0,14.0,26.0,46.43,0.52,0.51,0.45,38.71,56.0,22.57,12.91,1.61,2.22,1.06,29.88,29.88,106.47,140.35,-33.88,0.36,14.71,61.99,0.65,74.39,0.4,3,1,HOU,Home,Win,1,87.0,21.0,13.0,200.0,11.0,2.0,17.0,65.0,33.0,0.51,45.0,26.0,12.89,20.0,7.0,0.35,18.0,14.0,0.78,11.0,19.0,30.0,53.57,0.64,0.63,0.56,44.0,61.29,15.13,15.14,2.75,4.44,1.34,69.25,69.25,119.75,90.85,28.9,0.49,23.06,1.62,0.85,72.65,87.18,HOU
2001-06-07,Regular,2001,0,2,CHA,Away,Loss,1,65.0,16.0,13.0,200.0,11.0,6.0,23.0,70.0,25.0,0.36,54.0,19.0,8.91,16.0,6.0,0.38,12.0,9.0,0.75,10.0,18.0,28.0,40.58,0.64,0.45,0.4,28.57,52.94,14.73,15.72,8.57,10.91,0.93,40.0,40.0,92.87,110.02,-17.15,0.34,17.07,69.99,1.23,83.99,0.85,2,1,SAC,Home,Win,1,77.0,12.0,20.0,200.0,7.0,8.0,13.0,60.0,28.0,0.47,55.0,27.0,22.98,5.0,1.0,0.2,26.0,20.0,0.77,16.0,25.0,41.0,59.42,0.43,0.59,0.47,47.06,71.43,21.87,9.09,10.38,14.81,1.28,57.5,57.5,99.95,84.37,15.58,0.44,14.9,0.6,0.35,77.04,92.45,SAC
2001-06-07,Regular,2001,2,0,MIA,Away,Win,1,70.0,16.0,11.0,200.0,9.0,8.0,18.0,55.0,27.0,0.49,48.0,24.0,19.95,7.0,3.0,0.43,18.0,13.0,0.72,6.0,22.0,28.0,56.0,0.59,0.59,0.52,30.0,73.33,14.88,16.37,14.55,21.62,1.27,57.5,57.5,127.3,103.66,23.64,0.45,21.6,54.99,1.45,65.99,0.82,2,1,SEA,Home,Loss,2,57.0,8.0,16.0,200.0,7.0,4.0,23.0,50.0,18.0,0.36,37.0,16.0,4.96,13.0,2.0,0.15,21.0,19.0,0.9,8.0,14.0,22.0,44.0,0.44,0.52,0.38,26.67,70.0,21.27,11.3,6.46,8.33,1.14,21.62,21.62,92.01,112.99,-20.98,0.31,12.35,0.5,0.44,61.95,74.34,MIA
2001-06-07,Regular,2001,1,1,ORL,Away,Loss,1,79.0,14.0,11.0,200.0,8.0,5.0,34.0,82.0,31.0,0.38,65.0,27.0,13.95,17.0,4.0,0.24,16.0,13.0,0.81,16.0,22.0,38.0,45.24,0.45,0.46,0.4,34.04,59.46,11.0,9.76,6.1,9.09,0.96,43.0,43.0,96.35,100.01,-3.66,0.4,14.01,81.99,1.27,98.39,0.73,1,2,UTA,Home,Win,1,82.0,13.0,17.0,200.0,6.0,10.0,23.0,64.0,22.0,0.34,55.0,17.0,12.92,9.0,5.0,0.56,40.0,33.0,0.82,15.0,31.0,46.0,54.76,0.59,0.56,0.38,40.54,65.96,17.24,7.29,12.14,15.38,1.28,57.75,57.75,99.57,95.93,3.64,0.33,17.02,0.76,0.35,82.35,98.82,UTA
2001-06-09,Regular,2001,0,4,IND,Away,Loss,3,76.0,17.0,13.0,200.0,5.0,2.0,23.0,62.0,27.0,0.44,51.0,21.0,15.9,11.0,6.0,0.55,17.0,16.0,0.94,11.0,14.0,25.0,42.37,0.63,0.58,0.48,35.48,50.0,15.76,8.07,3.23,3.7,1.23,44.12,44.12,122.6,138.73,-16.13,0.42,20.11,61.99,1.31,74.39,0.38,2,2,CLE,Home,Win,1,86.0,20.0,9.0,200.0,8.0,4.0,20.0,64.0,29.0,0.45,54.0,25.0,18.94,10.0,4.0,0.4,27.0,24.0,0.89,14.0,20.0,34.0,57.63,0.69,0.61,0.48,50.0,64.52,10.6,11.7,5.85,7.84,1.34,69.88,69.88,125.77,111.14,14.63,0.49,24.65,2.22,0.89,68.38,82.06,CLE
2001-06-09,Regular,2001,4,0,LAS,Away,Win,3,62.0,16.0,14.0,200.0,3.0,4.0,18.0,55.0,22.0,0.4,35.0,14.0,1.85,20.0,8.0,0.4,11.0,10.0,0.91,5.0,28.0,33.0,53.23,0.73,0.54,0.47,17.86,82.35,18.96,5.45,7.27,9.3,1.13,42.62,42.62,112.73,109.09,3.64,0.34,19.96,55.0,1.14,66.0,0.21,1,1,MIN,Home,Loss,6,60.0,17.0,9.0,200.0,6.0,4.0,18.0,64.0,24.0,0.38,43.0,18.0,2.91,21.0,6.0,0.29,8.0,6.0,0.75,6.0,23.0,29.0,46.77,0.71,0.46,0.42,17.65,82.14,11.76,8.91,5.94,11.43,0.94,41.25,41.25,89.1,92.07,-2.97,0.36,19.66,1.89,0.67,67.34,80.81,LAS
